Date,Region,Inpatient Hospitalizations,ICU Hospitalizations
2021-09-30,South Central,8,2
2021-09-30,South East,9,NA
2021-10-01,Far North West,4,0
2021-10-01,Far North Central,0,0
2021-10-01,Far North East,0,0
2021-10-01,North West,37,4
2021-10-01,North Central,33,4
2021-10-01,North East,5,0
2021-10-01,Saskatoon,78,30
2021-10-01,Central West,3,0
2021-10-01,Central East,6,6
2021-10-01,Regina,47,17
2021-10-01,South West,17,5
2021-10-01,South Central,7,2
2021-10-01,South East,8,0
2021-10-02,Far North West,4,NA
2021-10-02,Far North Central,0,NA
2021-10-02,Far North East,0,NA
2021-10-02,North West,33,3
2021-10-02,North Central,36,4
2021-10-02,North East,5,NA
2021-10-02,Saskatoon,79,29
2021-10-02,Central West,3,NA
2021-10-02,Central East,4,5
2021-10-02,Regina,43,19
2021-10-02,South West,15,5
2021-10-02,South Central,9,2
2021-10-02,South East,8,NA
